id,secs_elapsed
00023iyk9l,867895.0
0010k6l0om,586542.0
001wyh0pz8,282964.0
0028jgx1x1,297009.0
002qnbzfs5,6487079.0
0031awlkjq,39573.0
0035hobuyj,5724669.0
00378ocvlh,1827163.0
00389675gq,2605710.0
003iamz20l,1590235.0
0048rkdgb1,329851.0
0057snrdpu,1323457.0
005jc3nbmb,2793944.0
005v5uf4dh,177778.0
0063bawn05,2978015.0
006ml14zc1,204262.0
006mls2sjw,2424267.0
006t3vhawl,815415.0
006z8b0uws,324221.0
0075z9e9xv,3586975.0
007gj7kqdk,370405.0
009a40t3dk,2079298.0
00a8dbifj8,496195.0
00allnceb8,-1.0
00an0o6c07,462754.0
00b9hfwaak,889008.0
00bn6hu437,913399.0
00bowi9sn3,75567.0
00bqkh0g5i,873.0
00bxmflswn,3406669.0
00c8w2zol1,4147.0
00cdlcsaxu,822012.0
00cu8ilsh0,947267.0
00cyqikqy3,375193.0
00d41chbjd,1373420.0
00dj8as8yl,265675.0
00du2h6jcx,397318.0
00e4nxhdvv,182550.0
00e8bokexa,900.0
00ep2pem90,1319492.0
00epe0uaxo,1681170.0
00eqsrxf1a,137361.0
00fhpdik5t,221086.0
00fn6wu77e,2627236.0
00fyswof3k,3625031.0
00g3pdo41k,475181.0
00g52q8uim,511513.0
00gnokb79e,303883.0
00gpn5xx7t,5198485.0
00guzlz8b8,2505548.0
00hy2p1zsj,277079.0
00iapy7gb3,838193.0
00imb14nx5,3226.0
00ipxpr25h,119372.0
00j0znb0n6,1188961.0
00j993htr2,2682498.0
00j9fxfvut,8260.0
00jbbo26ah,1323037.0
00jcwpqbl2,4641.0
00jp2043rl,312673.0
00kbbr6qom,891678.0
00kc2e4bgp,2404438.0
00kdqzjqmm,158830.0
00kpv7ok66,1184057.0
00lglrzikw,1237192.0
00ljwkmboz,3328491.0
00lmbolz20,1912165.0
00m6r72cz5,373134.0
00mf69gfet,3111615.0
00mxgl4bmi,2777.0
00nd20ya9v,3694188.0
00od2fx9cx,163692.0
00pnmrr9y4,223246.0
00pxs10250,3041577.0
00q5gbt7y3,1796999.0
00qhpquukc,1544.0
00raoz1gfp,5104273.0
00rc560l5d,1445157.0
00rhdi533j,9925833.0
00ri3ux25n,1542920.0
00rri85g49,1072.0
00rudms01g,2066611.0
00s1ecz3b2,538673.0
00s4r7wk7c,82273.0
00smy0z227,242989.0
00tkidvaw5,635116.0
00tol0jq6b,672401.0
00u60lmz9p,488092.0
00uh75242k,310703.0
00urnt6rg8,6197113.0
00v0o06skl,3298770.0
00v3py7ooq,1422652.0
00v742bb74,439586.0
00ycccvlbm,63740.0
00ycgxqszj,1382917.0
00ye4r0vr2,102750.0
00zfq9bobc,1524295.0
00zmemwtfc,2912463.0
0101qa70hh,2247022.0
0103eppomz,607586.0
010u9xtmry,992242.0
01154kld3t,317727.0
01188d2ec6,1896871.0
011iw8wp1i,1190549.0
0123a3t7jn,145773.0
012arqz80g,1036.0
01416gkt5f,289742.0
0159z3qxdu,988010.0
015fy89ycb,464682.0
015wz0i7jm,686482.0
0162c7s9xo,763337.0
0165xv7l4p,2015650.0
0171cgdh5r,14801.0
0174n9s5zb,1258718.0
017hizxm3t,182859.0
017rmzerma,484721.0
017xmi55i2,3673.0
018hagx0ak,926986.0
018ohg6x31,465688.0
018pzk08a1,1798069.0
019chjonln,3199845.0
019h7z9hyq,370.0
019m4zvzgn,323613.0
019mc8biwf,5045694.0
019rnywata,155702.0
01a4aq3lx5,777434.0
01abo5ge4d,1016150.0
01azaxsab3,3586426.0
01b1nq2bd3,3993.0
01b38fp04a,2042169.0
01bgo63nhd,373099.0
01bkwy6yj6,491547.0
01c9r7ie91,1717503.0
01cj73ax7u,1361671.0
01d0rmob25,579417.0
01dayfw8pb,1580083.0
01dh30zqjd,1109084.0
01dh6l1e0v,1266426.0
01dq5wt9wi,3985746.0
01e5z8uboa,2163836.0
01ew44r315,370607.0
01exzqnc72,860211.0
01ez9tkx4j,4572292.0
01fg7p4sw4,2855818.0
01fw2lvx95,720016.0
01fwvwj7ty,498621.0
01h3bi25td,45161.0
01h847y59t,1198246.0
01hfd5lsel,1022632.0
01hwxjvgv9,3232921.0
01imhrckdb,1496170.0
01isr5pepu,308824.0
01j8386d5o,2862774.0
01jpu3s93u,2316.0
01k7ukdrq8,1765759.0
01khid4m8b,2210088.0
01kv2ppj25,16484603.0
01l0vcvuks,224264.0
01l5gtpaww,10523.0
01lepjs4ob,986184.0
01luupsq2i,314582.0
01m8ip0i8n,23132.0
01mc83wvzb,284517.0
01mlkg3zzo,350544.0
01nq1sjufy,907312.0
01nvbbx1ex,121676.0
01o9c11yqp,158692.0
01p3ynmfs7,5176039.0
01p5c8u6uu,620853.0
01p6v22cpv,3269793.0
01pf0x59hw,75197.0
01prgm98hp,938357.0
01pu2kpp16,437062.0
01qg7x3r0i,319357.0
01qvb6ufnz,2508646.0
01r1eo9sy4,1266923.0
01r1jwa1bt,2783233.0
01r3iatdvv,813484.0
01rhnp842p,260238.0
01rxy1cqen,2417516.0
01sab9628i,4693.0
01t3q8gtl5,3523953.0
01toc3l9y5,1705500.0
01txi6fdmp,321305.0
01uqiyywt0,2293.0
01v8snvai9,433301.0
01vcdymtdm,7329.0
01vm0x5xgu,1272199.0
01vn1up05f,146277.0
01vqtdhket,388063.0
01w22yhf78,10098402.0
01w5zolph1,793622.0
01wlak3qqf,96670.0
01wt0ipfjy,2910968.0
01wx38ktej,130878.0
01x9xtvnj9,589117.0
01xw5fkmyq,87900.0
01y0pr4z4m,355258.0
01y5ghkbcn,320096.0
01y7ip21qv,701150.0
01y7vkmqv1,4096351.0
01z9aubobv,409495.0
01zb5k0yh2,425884.0
01zm75r23f,1068759.0
0204hiia1e,1732307.0
020ia9eujh,675912.0
020qjhjqe8,564987.0
020t9l5tx8,458404.0
021h9b5hoe,2401599.0
021hmh1f5i,282184.0
